zOrig,zDest,FAF_O,FAF_D,netNodeO,netNodeD,FRA_O,FRA_D,fTons (K)
165,97,291,179,4689,6947,375289,403496,22.777063
203,20,369,61,13794,1012,480932,321736,22.759721
138,79,223,139,6300,10137,395671,437620,22.756409
123,282,209,489,2848,3109,349555,353672,22.731615
264,56,479,123,9408,11637,428302,452361,22.730259
108,272,189,485,8805,2097,420535,338965,22.710574
253,276,451,487,12364,2897,461299,350299,22.710442
117,194,190,350,6061,2072,392352,338745,22.70105
154,306,261,540,10449,11539,440834,451117,22.693415
47,164,101,280,13959,6887,483026,402884,22.68956
47,163,101,280,13959,6275,483026,395467,22.68956
113,97,190,179,5081,6947,379962,403496,22.675743
225,2,399,11,10115,8739,437419,419866,22.673445
300,282,531,489,300,3109,307557,353672,22.664644
312,280,559,489,7218,2832,406783,349115,22.664111
90,105,171,183,7519,9470,410045,428994,22.654641
300,200,531,363,300,14568,307557,490541,22.65284
276,21,487,61,2897,1247,350299,325474,22.650193
155,99,261,179,10506,7438,441355,409272,22.649792
113,294,190,512,5081,13694,379962,479838,22.641613
314,170,559,300,7600,1466,410915,329642,22.640384
212,100,380,181,2420,8648,342898,418964,22.638453
58,253,123,451,11658,12364,452708,461299,22.638074
273,100,486,181,4124,8648,367103,418964,22.63286
214,98,380,179,2818,6996,348747,404080,22.628291
216,129,380,212,3565,9317,359698,427131,22.618998
212,272,380,485,2420,2097,342898,338965,22.618914
114,181,190,319,5531,3673,385332,361539,22.602882
274,189,486,341,4351,14369,370166,487996,22.598079
226,215,399,380,10155,3491,437809,358711,22.581169
268,272,483,485,3282,2097,356173,338965,22.580065
256,254,452,451,11192,12383,447820,461503,22.563708
113,229,190,401,5081,3353,379962,357127,22.56233
234,170,411,300,184,1466,304311,329642,22.552939
139,11,223,49,6546,1467,397786,329710,22.551711
129,294,212,512,9317,13694,427131,479838,22.546794
279,94,489,179,2693,6045,346798,392193,22.54233
199,43,362,91,12847,14758,468821,492422,22.540163
200,215,363,380,14568,3491,490541,358711,22.538984
162,90,279,171,5654,7519,386600,410045,22.533411
241,4,422,12,12477,7596,463403,410839,22.526016
76,90,139,171,9533,7519,429596,410045,22.522033
127,155,211,261,9685,10506,431751,441355,22.503977
113,36,190,81,5081,2304,379962,340917,22.493854
81,292,139,511,11155,13251,447563,474019,22.490632
316,37,560,81,1986,2325,337589,341046,22.486219
317,37,560,81,1986,2325,337589,341046,22.486219
109,209,189,379,8937,11686,422911,453036,22.466879
155,133,261,219,10506,8959,441355,423091,22.46333
263,270,473,484,9977,3703,435955,361928,22.460073
78,226,139,399,9898,10155,434942,437809,22.455803
66,211,129,379,11324,13126,448866,472346,22.449083
131,71,219,131,7217,9748,406767,432669,22.435155
250,276,429,487,13697,2897,479874,350299,22.433524
311,249,559,429,6842,13549,402197,478104,22.3977
199,71,362,131,12847,9748,468821,432669,22.374765
203,261,369,471,13794,6400,480932,396179,22.372772
216,199,380,362,3565,12847,359698,468821,22.372297
134,242,219,422,9709,12573,432001,465636,22.367434
163,266,280,482,6275,4873,395467,377794,22.359015
163,267,280,482,6275,4936,395467,378449,22.359015
164,267,280,482,6887,4936,402884,378449,22.359015
164,266,280,482,6887,4873,402884,377794,22.359015
132,154,219,261,8389,10449,416611,440834,22.353495
180,20,319,61,3050,1012,353045,321736,22.352834
139,278,223,489,6546,2579,397786,345412,22.350775
289,153,500,259,14712,14777,491787,492614,22.346128
191,155,341,261,14444,10506,489091,441355,22.343698
208,71,373,131,12931,9748,469919,432669,22.33795
278,126,489,209,2579,4174,345412,367777,22.336836
114,200,190,363,5531,14568,385332,490541,22.327145
259,90,460,171,3021,7519,352470,410045,22.326993
254,95,451,179,12383,6716,461503,400440,22.308858
284,319,491,560,1699,2353,333209,341490,22.285862
83,91,160,171,1325,7983,326338,414089,22.274919
281,91,489,171,2836,7983,349158,414089,22.269622
204,154,371,261,11860,10449,454726,440834,22.263053
155,75,261,132,10506,11728,441355,453331,22.231702
274,70,486,131,4351,9637,370166,431035,22.229726
143,198,230,361,14994,14646,495453,491182,22.202911
318,182,560,319,2216,3845,340080,363891,22.19804
14,270,50,484,4812,3703,377024,361928,22.19641
31,226,69,399,859,10155,318889,437809,22.188811
272,265,485,481,2097,3221,338965,355232,22.183094
253,51,451,121,12364,11545,461299,451169,22.181557
238,65,421,129,14110,11031,484667,446671,22.174375
67,215,129,380,11362,3491,449306,358711,22.169573
139,79,223,139,6546,10137,397786,437620,22.163467
193,203,342,369,13991,13794,483598,480932,22.163057
25,199,63,362,1326,12847,326398,468821,22.162999
65,70,129,131,11031,9637,446671,431035,22.148919
232,162,409,279,3195,5654,354831,386600,22.145517
85,184,160,329,1367,799,327259,316845,22.143336
137,79,222,139,5190,10137,381551,437620,22.141511
181,281,319,489,3673,2836,361539,349158,22.140809
125,14,209,50,3257,4812,355859,377024,22.139599
100,216,181,380,8648,3565,418964,359698,22.137858
261,10,471,42,6400,1832,396179,335597,22.120663
10,12,42,49,1832,1591,335597,332121,22.1198
161,270,271,484,5230,3703,381938,361928,22.117427
136,255,221,452,5918,10871,390084,445277,22.117343
134,298,219,519,9709,13037,432001,471386,22.115501
147,239,241,421,13629,14191,478861,485714,22.108591
88,280,171,489,7365,2832,408641,349115,22.105205
313,142,559,229,7321,5681,408111,386981,22.09829
14,229,50,401,4812,3353,377024,357127,22.092946
254,89,451,171,12383,7381,461503,408834,22.082251
215,127,380,211,3491,9685,358711,431751,22.073444
85,113,160,190,1367,5081,327259,379962,22.071386
218,199,392,362,11504,12847,450746,468821,22.069482
179,30,319,69,3031,724,352773,315673,22.06274
97,72,179,131,6947,9885,403496,434713,22.058922
142,15,229,50,5681,4870,386981,377775,22.05858
312,175,559,300,7218,1953,406783,337188,22.052044
85,282,160,489,1367,3109,327259,353672,22.037246
253,282,451,489,12364,3109,461299,353672,22.035719
275,193,486,342,4484,13991,372551,483598,22.035699
138,113,223,190,6300,5081,395671,379962,22.031438
131,240,219,422,7217,12321,406767,460849,22.025108
65,52,129,122,11031,12021,446671,456469,22.020382
201,200,364,363,13188,14568,473268,490541,22.02014
202,200,364,363,13198,14568,473422,490541,22.02014
110,127,189,211,9034,9685,424141,431751,22.019483
309,116,551,190,7675,5790,411642,388612,22.002538
310,118,559,201,6756,4476,400985,372451,21.99448
112,274,190,486,4104,4351,366886,370166,21.983609
111,127,189,211,9173,9685,425481,431751,21.978916
169,294,299,512,5137,13694,380766,479838,21.978458
27,25,64,63,435,1326,310556,326398,21.971305
302,28,539,64,869,645,319146,314028,21.965132
99,155,179,261,7438,10506,409272,441355,21.958143
136,47,221,101,5918,13959,390084,483026,21.957871
154,99,261,179,10449,7438,440834,409272,21.953973
71,280,131,489,9748,2832,432669,349115,21.952759
271,214,484,380,3800,2818,363320,348747,21.949322
115,60,190,124,5760,10921,388180,445695,21.940848
276,306,487,540,2897,11539,350299,451117,21.939618
313,309,559,551,7321,7675,408111,411642,21.931031
315,38,560,89,1925,1997,336667,337736,21.927331
212,109,380,189,2420,8937,342898,422911,21.922415
155,286,261,491,10506,1785,441355,334454,21.919913
250,266,429,482,13697,4873,479874,377794,21.908673
250,267,429,482,13697,4936,479874,378449,21.908673
278,272,489,485,2579,2097,345412,338965,21.905958
114,319,190,560,5531,2353,385332,341490,21.902375
171,27,300,64,1470,435,329739,310556,21.902058
279,118,489,201,2693,4476,346798,372451,21.885099
43,199,91,362,14758,12847,492422,468821,21.881363
184,250,329,429,799,13697,316845,479874,21.880713
300,161,531,271,300,5230,307557,381938,21.871771
78,134,139,219,9898,9709,434942,432001,21.848985
253,223,451,394,12364,9855,461299,434289,21.841398
253,224,451,394,12364,10039,461299,436452,21.841398
217,68,391,129,9692,11901,431812,455320,21.841364
75,78,132,139,11728,9898,453331,434942,21.840273
110,155,189,261,9034,10506,424141,441355,21.831828
181,17,319,50,3673,5577,361539,385939,21.831552
116,210,190,379,5790,12797,388612,468246,21.827702
258,278,460,489,2483,2579,344021,345412,21.82124
127,154,211,261,9685,10449,431751,440834,21.812638
30,70,69,131,724,9637,315673,431035,21.806877
317,179,560,319,1986,3031,337589,352773,21.805252
316,179,560,319,1986,3031,337589,352773,21.805252
86,272,160,485,1416,2097,328564,338965,21.802355
55,204,122,371,12270,11860,460118,454726,21.796237
84,150,160,249,1349,13163,326802,473010,21.794534
111,155,189,261,9173,10506,425481,441355,21.791607
25,51,63,121,1326,11545,326398,451169,21.782081
96,81,179,139,6723,11155,400579,447563,21.773973
154,133,261,219,10449,8959,440834,423091,21.773239
141,17,229,50,5644,5577,386552,385939,21.743008
215,205,380,372,3491,12241,358711,459525,21.726791
60,155,124,261,10921,10506,445695,441355,21.723035
253,277,451,488,12364,2982,461299,351899,21.71727
80,263,139,473,10351,9977,439695,435955,21.717051
30,56,69,123,724,11637,315673,452361,21.710472
91,104,171,183,7983,9438,414089,428587,21.70831
203,198,369,361,13794,14646,480932,491182,21.699022
312,113,559,190,7218,5081,406783,379962,21.696292
4,298,12,519,7596,13037,410839,471386,21.694921
179,278,319,489,3031,2579,352773,345412,21.686853
107,73,189,131,8437,10272,416847,438954,21.684924
88,307,171,540,7365,12425,408641,462506,21.674939
56,254,123,451,11637,12383,452361,461503,21.666646
232,218,409,392,3195,11504,354831,450746,21.664075
200,272,363,485,14568,2097,490541,338965,21.663577
191,154,341,261,14444,10449,489091,440834,21.657283
282,181,489,319,3109,3673,353672,361539,21.64936
39,67,89,129,2043,11362,338237,449306,21.648713
305,297,540,519,11305,12592,448728,465890,21.639221
213,157,380,262,2770,9293,347721,426819,21.63921
238,100,421,181,14110,8648,484667,418964,21.633049
260,26,460,64,3711,342,362062,308387,21.628582
189,234,341,411,14369,184,487996,304311,21.625611
113,54,190,122,5081,12175,379962,458556,21.622011
78,74,139,132,9898,11609,434942,451972,21.61203
141,282,229,489,5644,3109,386552,353672,21.610262
247,209,429,379,13388,11686,475739,453036,21.60176
264,209,479,379,9408,11686,428302,453036,21.582457
45,253,92,451,14740,12364,492243,461299,21.574544
212,277,380,488,2420,2982,342898,351899,21.573031
5,82,19,139,8901,11574,422118,451518,21.572133
171,279,300,489,1470,2693,329739,346798,21.571189
213,101,380,181,2770,8884,347721,421868,21.569111
217,225,391,399,9692,10115,431812,437419,21.565919
94,195,179,350,6045,2073,392193,338763,21.562154
210,276,379,487,12797,2897,468246,350299,21.556644
304,248,540,429,11278,13535,448492,477840,21.55602
67,209,129,379,11362,11686,449306,453036,21.554794
154,75,261,132,10449,11728,440834,453331,21.548727
52,214,122,380,12021,2818,456469,348747,21.537086
124,14,209,50,3161,4812,354335,377024,21.537074
51,67,121,129,11545,11362,451169,449306,21.536731
273,266,486,482,4124,4873,367103,377794,21.531273
273,267,486,482,4124,4936,367103,378449,21.531273
298,248,519,429,13037,13535,471386,477840,21.527579
163,278,280,489,6275,2579,395467,345412,21.517394
164,278,280,489,6887,2579,402884,345412,21.517394
132,129,219,212,8389,9317,416611,427131,21.514149
85,316,160,560,1367,1986,327259,337589,21.507013
85,317,160,560,1367,1986,327259,337589,21.507013
284,184,491,329,1699,799,333209,316845,21.504041
107,211,189,379,8437,13126,416847,472346,21.499079
170,11,300,49,1466,1467,329642,329710,21.488858
184,177,329,311,799,4065,316845,366354,21.479578
264,135,479,219,9408,9726,428302,432226,21.463739
181,115,319,190,3673,5760,361539,388180,21.46316
114,213,190,380,5531,2770,385332,347721,21.45823
139,113,223,190,6546,5081,397786,379962,21.457386
91,193,171,342,7983,13991,414089,483598,21.455144
193,248,342,429,13991,13535,483598,477840,21.454235
5,74,19,132,8901,11609,422118,451972,21.44856
246,4,429,12,13184,7596,473214,410839,21.442853
317,211,560,379,1986,13126,337589,472346,21.430898
316,211,560,379,1986,13126,337589,472346,21.430898
215,198,380,361,3491,14646,358711,491182,21.420107
94,205,179,372,6045,12241,392193,459525,21.40156
147,202,241,364,13629,13198,478861,473422,21.393942
147,201,241,364,13629,13188,478861,473268,21.393942
25,52,63,122,1326,12021,326398,456469,21.378899
215,163,380,280,3491,6275,358711,395467,21.372377
215,164,380,280,3491,6887,358711,402884,21.372377
100,181,181,319,8648,3673,418964,361539,21.370147
169,280,299,489,5137,2832,380766,349115,21.365758
155,138,261,223,10506,6300,441355,395671,21.356322
147,237,241,421,13629,13836,478861,481458,21.35165
279,10,489,42,2693,1832,346798,335597,21.348879
80,50,139,121,10351,11144,439695,447461,21.322441
56,5,123,19,11637,8901,452361,422118,21.319284
115,242,190,422,5760,12573,388180,465636,21.316959
155,96,261,179,10506,6723,441355,400579,21.315971
215,137,380,222,3491,5190,358711,381551,21.313165
296,101,513,181,13384,8884,475723,421868,21.295782
105,47,183,101,9470,13959,428994,483026,21.294891
99,154,179,261,7438,10449,409272,440834,21.283572
142,177,229,311,5681,4065,386981,366354,21.275916
56,216,123,380,11637,3565,452361,359698,21.275162
303,29,539,65,1252,803,325529,316870,21.273059
112,223,190,394,4104,9855,366886,434289,21.269968
112,224,190,394,4104,10039,366886,436452,21.269968
164,26,280,64,6887,342,402884,308387,21.266244
163,26,280,64,6275,342,395467,308387,21.266244
164,250,280,429,6887,13697,402884,479874,21.25946
163,250,280,429,6275,13697,395467,479874,21.25946
56,209,123,379,11637,11686,452361,453036,21.259001
216,9,380,41,3565,1613,359698,332280,21.251184
154,286,261,491,10449,1785,440834,334454,21.246516
193,132,342,219,13991,8389,483598,416611,21.240041
238,155,421,261,14110,10506,484667,441355,21.2293
319,239,560,421,2353,14191,341490,485714,21.228034
4,236,12,419,7596,656,410839,314420,21.214817
108,250,189,429,8805,13697,420535,479874,21.212482
20,75,61,132,1012,11728,321736,453331,21.212124
315,125,560,209,1925,3257,336667,355859,21.209841
83,183,160,321,1325,1419,326338,328700,21.192379
147,88,241,171,13629,7365,478861,408641,21.190834
23,25,62,63,593,1326,312988,326398,21.184568
46,44,99,91,14835,14765,493235,492524,21.180961
110,79,189,139,9034,10137,424141,437620,21.166211
42,37,89,81,2387,2325,342105,341046,21.165247
110,154,189,261,9034,10449,424141,440834,21.161137
208,214,373,380,12931,2818,469919,348747,21.159736
274,297,486,519,4351,12592,370166,465890,21.156817
147,14,241,50,13629,4812,478861,377024,21.138663
254,274,451,486,12383,4351,461503,370166,21.135884
230,16,402,50,4008,5376,365635,383370,21.130572
111,79,189,139,9173,10137,425481,437620,21.127216
111,154,189,261,9173,10449,425481,440834,21.122152
309,23,551,62,7675,593,411642,312988,21.113998
149,208,242,373,13644,12931,478955,469919,21.112124
148,208,242,373,13254,12931,474045,469919,21.112124
138,12,223,49,6300,1591,395671,332121,21.100345
311,123,559,209,6842,2848,402197,349555,21.099482
40,282,89,489,2260,3109,340498,353672,21.093698
95,81,179,139,6716,11155,400440,447563,21.092733
6,70,19,131,9020,9637,423914,431035,21.087576
27,283,64,491,435,1660,310556,332808,21.077764
107,134,189,219,8437,9709,416847,432001,21.074175
86,270,160,484,1416,3703,328564,361928,21.070255
294,253,512,451,13694,12364,479838,461299,21.067872
215,230,380,402,3491,4008,358711,365635,21.067822
60,154,124,261,10921,10449,445695,440834,21.055687
215,196,380,350,3491,2135,358711,339361,21.015561
91,200,171,363,7983,14568,414089,490541,21.014114
155,116,261,190,10506,5790,441355,388612,21.011292
85,34,160,81,1367,2244,327259,340385,21.011213
85,33,160,81,1367,2244,327259,340385,21.011213
162,313,279,559,5654,7321,386600,408111,21.008574
200,271,363,484,14568,3800,490541,363320,20.997339
142,279,229,489,5681,2693,386981,346798,20.993174
135,101,219,181,9726,8884,432226,421868,20.992543
195,155,350,261,2073,10506,338763,441355,20.982072
212,189,380,341,2420,14369,342898,487996,20.982064
100,314,181,559,8648,7600,418964,410915,20.9759
20,282,61,489,1012,3109,321736,353672,20.958557
265,216,481,380,3221,3565,355232,359698,20.957502
304,249,540,429,11278,13549,448492,478104,20.95696
75,250,132,429,11728,13697,453331,479874,20.955085
306,103,540,182,11539,9073,451117,424523,20.953758
135,254,219,451,9726,12383,432226,461503,20.95338
109,69,189,131,8937,9598,422911,430342,20.951989
179,235,319,419,3031,48,352773,301480,20.950812
77,263,139,473,9539,9977,429661,435955,20.94848
85,285,160,491,1367,1704,327259,333248,20.946096
212,200,380,363,2420,14568,342898,490541,20.945685
161,162,271,279,5230,5654,381938,386600,20.940816
213,261,380,471,2770,6400,347721,396179,20.94059
212,195,380,350,2420,2073,342898,338763,20.939304
26,67,64,129,342,11362,308387,449306,20.935998
203,247,369,429,13794,13388,480932,475739,20.929555
